time,total,signal
1182,3121.869677015882,
1183,3127.9001252988464,
1184,3115.6876992947273,
1185,3124.249920551406,
1186,3095.404785785023,
1187,3095.404785785023,
1188,3092.310927928166,
1189,3108.338236496663,
1190,3122.6099025813614,
1191,3064.9975388395587,
1192,3045.6284474854333,
1193,3064.4859284318295,
1194,3084.6378962898584,
1195,3075.5937872408226,
1196,3091.6873612040185,
1197,3117.020664561585,
1198,3121.676650473689,
1199,3136.1561311652968,
1200,3135.0784040357585,
1201,3152.267399788268,
1202,3149.116707734507,
1203,3161.7083467166085,
1204,3164.9443176774676,
1205,3158.677233014028,
1206,3127.899907465247,
1207,3078.598711391426,
1208,3149.323063919314,
1209,3128.5574426373882,
1210,3089.722244380675,
1211,3091.246128696897,
1212,3109.0836553089484,
1213,3091.933784290734,
1214,3074.3964721379757,
1215,3104.13556238439,
1216,3115.5540552149196,
1217,3114.088439309332,
1218,3109.118783853003,
1219,3106.011218851651,
1220,3116.637170288007,
1221,3128.414809315927,
1222,3125.1129298897886,
1223,3129.401759293479,
1224,3111.006912649136,
1225,3104.695070126576,
1226,3107.362771533802,
1227,3111.614381405812,
1228,3135.8464506075925,
1229,3150.9711892600876,
1230,3152.6356755296506,
1231,3139.5550107968834,
1232,3184.5789550528016,
1233,3217.452200524422,
1234,3217.452200524422,
1235,3217.452200524422,
1236,3217.452200524422,
1237,3217.452200524422,
1238,3217.452200524422,
1239,3217.452200524422,
1240,3217.452200524422,
1241,3217.452200524422,
1242,3214.236356246037,
1243,3228.6136232808985,
1244,3226.753791852956,
1245,3194.5941752509984,
1246,3176.634719935357,
1247,3173.050577473614,
1248,3159.8859075927408,
1249,3153.601070639663,
1250,3158.8652914635945,
1251,3157.020895341521,
1252,3173.9344355035564,
1253,3185.5874433179124,
1254,3181.7488489165744,
1255,3181.7488489165744,
1256,3181.7488489165744,
1257,3181.7488489165744,
1258,3181.7488489165744,
1259,3181.7488489165744,
1260,3181.7488489165744,
1261,3178.568690147043,
1262,3179.578133049243,
1263,3200.851488555885,
1264,3212.2111310471546,
1265,3228.08197774152,
1266,3195.1401256371996,
1267,3198.3570137620864,
1268,3215.5957519468825,
1269,3214.933444157876,
1270,3217.7211574339694,
1271,3220.7819807339056,
1272,3225.2947404684223,
1273,3219.6383238789367,
1274,3281.79498092819,
1275,3278.514826024714,
1276,3272.264343976642,
1277,3283.658228649442,
1278,3288.952384011458,
1279,3326.061627306895,
1280,3305.681206599308,
1281,3180.649164916384,
1282,3187.2030132279097,
1283,3197.1829735903248,
1284,3192.232787090561,
1285,3210.500540747749,
1286,3222.694754711957,
1287,3224.991932760195,
1288,3221.7685525175566,
1289,3234.239198224327,
1290,3228.3560265334477,
1291,3239.8745459378592,
1292,3237.806594276099,
1293,3239.194007267842,
1294,3237.5664595140324,
1295,3230.7277485771233,
1296,3218.8641053905812,
1297,3225.1188530660957,
1298,3232.168436610874,
1299,3232.03723997962,
1300,3219.442604418164,
1301,3223.197703414518,
1302,3222.5704619106655,
1303,3223.8878649971407,
1304,3218.92507819022,
1305,3220.596578695019,
1306,3202.7038216307487,
1307,3216.6769211896576,
1308,3199.768716232961,
1309,3199.768716232961,
1310,3196.5705466015443,
1311,3214.1691314959207,
1312,3219.571648380942,
1313,3213.6392635478355,
1314,3211.4318234650764,
1315,3219.643976826263,
1316,3227.7281349458185,
1317,3232.082057371114,
1318,3228.060522130684,
1319,3231.6138875592906,
1320,3226.8614377329336,
1321,3220.0975971991456,
1322,3226.534946172323,
1323,3233.482406615402,
1324,3229.335006655057,
1325,3233.9100081714955,
1326,3237.5826446850465,
1327,3230.1637650469183,
1328,3233.9461333022105,
1329,3230.253556412076,
1330,3230.3487009553796,
1331,3219.903129431057,
1332,3213.786593262051,
1333,3217.0976386882367,
1334,3225.2554409878326,
1335,3229.3098527760426,
1336,3222.6128956018583,
1337,3237.287615553608,
1338,3234.128691261048,
1339,3231.153325453586,
1340,3224.9992195784152,
1341,3236.067164745016,
1342,3238.80177376561,
1343,3228.77264739878,
1344,3228.1985113355345,
1345,3226.365023562555,
1346,3223.875715666714,
1347,3230.678663833079,
1348,3243.641028450846,
1349,3251.8817397879693,
1350,3240.941034454984,
1351,3244.3645490058157,
1352,3244.5799561421127,
1353,3268.0450561726548,
1354,3283.2813124542918,
1355,3260.4439073107387,
1356,3239.436150582401,
1357,3254.761864629286,
1358,3223.7858658314594,
1359,3228.09941758192,
1360,3245.941284247905,
1361,3238.1860623942425,
1362,3236.9751680794716,
1363,3232.504464972381,
1364,3220.8629209184,
1365,3224.155147203134,
1366,3235.8882787134503,
1367,3242.654553551065,
1368,3244.6608960121994,
1369,3277.791427618887,
1370,3277.791427618887,
1371,3277.791427618887,
1372,3277.791427618887,
1373,3277.791427618887,
1374,3277.791427618887,
1375,3277.791427618887,
1376,3277.791427618887,
1377,3274.5152742679443,
1378,3261.1013335811804,
1379,3260.9692448742535,
1380,3258.5499181300847,
1381,3261.394667315333,
1382,3267.444166223179,
1383,3272.877849610075,
1384,3271.6467695541755,
1385,3283.5775029859465,
1386,3278.3691083677804,
1387,3260.6340495129234,
1388,3272.6365365804068,
1389,3283.7172177472235,
1390,3284.381856697145,
1391,3279.6397343245003,
1392,3276.4222752274773,
1393,3280.468291020502,
1394,3291.7840478849057,
1395,3293.9357201130833,
1396,3289.7270381170056,
1397,3291.9143128369774,
1398,3292.844694080989,
