timestamp,datetime,open,high,low,close,volumeUSD,volume0,volume1,volumeBase
1693130400,2023-08-27 10:00:00,1649.18760183639,1650.9023535718536,1649.18760183639,1650.829729894714,105135.45753973965,63.74646939124149,105226.104608,105226.104608
1693134000,2023-08-27 11:00:00,1650.7708604795494,1650.7708604795494,1648.8938263552463,1649.037513531266,178658.53961270128,108.32546936952333,178645.029803,178645.029803
1693137600,2023-08-27 12:00:00,1649.037513531266,1649.343302628718,1648.656014194597,1649.343302628718,86508.71519850574,52.45242688399169,86500.378568,86500.378568
1693141200,2023-08-27 13:00:00,1649.3420302444592,1650.7607927527224,1649.3420095735685,1649.761908294568,130728.89624884869,79.26431652235223,130803.567141,130803.567141
1693144800,2023-08-27 14:00:00,1649.7722384675671,1657.1836041485974,1649.7722384675671,1656.2623225322131,899395.1337297347,544.4545563451181,900848.450994,900848.450994
1693148400,2023-08-27 15:00:00,1656.3272622511895,1658.050889458294,1654.686885171474,1654.686885171474,385131.56973297824,232.87726204247375,385706.946327,385706.946327
1693152000,2023-08-27 16:00:00,1654.686885171474,1657.8201962535877,1654.4679182038901,1657.8074893448347,257924.6009101042,155.94534104931736,258364.03968,258364.03968
1693155600,2023-08-27 17:00:00,1657.8011728500855,1658.0611034465028,1650.1981824570257,1650.5577138937347,539145.1999872463,325.9477301402889,539009.718319,539009.718319
1693159200,2023-08-27 18:00:00,1650.6633982656022,1653.9076669130295,1650.635957925667,1653.904061392361,231157.20330394572,139.7487828629056,230996.729331,230996.729331
1693162800,2023-08-27 19:00:00,1653.8989688654328,1657.0849999326042,1653.8989390012987,1654.6300630149235,411669.6578495986,248.87979410479124,412097.164122,412097.164122
1693166400,2023-08-27 20:00:00,1654.8027207600057,1654.8027207600057,1653.4568522804464,1653.4668120191593,127443.25428648715,77.04733720899274,127404.279166,127404.279166
1693170000,2023-08-27 21:00:00,1653.4667873451324,1656.4561501786977,1651.3021560063391,1651.9787694065287,612832.2272494533,370.49540348069735,612760.655156,612760.655156
1693173600,2023-08-27 22:00:00,1651.9670961567494,1655.661317459312,1651.6684078448764,1655.5693998093727,283071.04433614755,171.13419999188756,283112.421054,283112.421054
1693177200,2023-08-27 23:00:00,1655.6184747450227,1657.1915872905824,1655.6184747450227,1656.579989571956,290243.9644119199,175.4708458001599,290680.546885,290680.546885
1693180800,2023-08-28 00:00:00,1656.579989571956,1656.6054855381146,1649.3300842930223,1650.4212012494277,545143.9832199072,329.58523227199976,544572.928164,544572.928164
1693184400,2023-08-28 01:00:00,1650.3832146253885,1651.4325129504844,1648.2425677423705,1648.2425677423705,617900.4612821719,373.8597932758076,616784.54461,616784.54461
1693188000,2023-08-28 02:00:00,1648.2445622068306,1650.3942148759943,1645.2346393906737,1649.6537739113037,484393.722260214,293.25346438453806,483268.006989,483268.006989
1693191600,2023-08-28 03:00:00,1649.644278825595,1649.8752874908378,1649.3246715827613,1649.8752874908378,56898.14081974819,34.45266353157508,56837.688222,56837.688222
1693195200,2023-08-28 04:00:00,1649.816802523785,1649.816802523785,1648.7620544040203,1648.8535052406742,64254.42555849509,38.90700548045908,64143.584075,64143.584075
1693198800,2023-08-28 05:00:00,1648.8972736061571,1650.0842469242243,1637.020983437392,1641.7076599634668,1012032.371508,615.0289375075445,1010179.501368,1010179.501368
